a.d.a.,<American Dietetic Association> - Amerykańskie Stowarzyszenie  Dietetyków,<American Dental Association> - Amerykańskie Towarzystwo  Stomatologiczne
abnormal,nienormalny,nieprawidłowy
abnormalities,anormalność
abnormality,anormalność
abnormally,anormalnie
aboard,na statku,na pokładzie
abode,mieszkanie,siedziba,obacz <abide>
abolish,kasować,znieść,obalić (ustawę itd)
abolished,obalić
abolishes,obalić
abolishing,obalić
abolishment,zniesienia
abolishments,zniesienia
abolition,zniesienie,skasowanie,abolicja
abolitionist,abolicjonista
abolitionists,abolicjonista
abominable snowman,yeti
abominable,niesmaczny, (przen.) bardzo nieprzyjemny,wstrętny
abominably,niesmacznie, (przen.) bardzo nieprzyjemnie,wstrętnie
abominate,nienawidzić
aboriginal,rdzenny
aborigine,<aborigines> aborygeni (ogólnie o pierwotnych mieszkańcach jakiegoś lądu),<Aborigines> Aborygeni (ci z Australii)
aborigines,aborygenach
abort,przerwać (ciążę lub wykonanie jakiegoś zadania)
aborted,przerywać
aborting,przerywać
abortion,poronienie,przerwanie ciąży,aborcja
abortions,aborcjach
abortive,nieudany
abortively,nieudanie
aborts,przerywać
abound,obfitować (<with,in sth> w coś
abounded,mnożyć się
abounding,mnożyć się
abounds,mnożyć się
about,około,mniej więcej,w przybliżeniu,o (kimś,czymś), przy, w sprawie,co do
above all,nade wszystko,przede wszystkim
above board,zgodny z prawem,lagalny
above,powyżej,w górze,nad,ponad,powyżej,powyższy,wspomniany
aboveboard,otwarcie
abovementioned,wyżej wspomniany
above-mentioned,wyżej wspomniany
abrade,zeszlifować,ściąć
abraded,ocierać
abrades,ocierać
abrading,ocierać
abrasion,ścieranie, zadrapanie, otarcie
abrasive,materiał ścierny,ścierny
abreast,ramię w ramię
abridge,skrócić,streścić
abridged,skracać
abridges,skracać
abridging,skracać
abridgment,skracania
abroad,za granicą,za granicę, na dworze,poza domem
abrogate,odwołuj
abrogated,odwoływał
abrogates,odwołuje
abrogating,odwołując
abrupt,nagły, stromy,urwisty, szorstki
abruptly,nagle
abruptness,nagłość
abscess,czyrak
abscesses,wrzodach
abscissa,(liczba mnoga: <abscissae>) (matem.) odcięta
abscissae,(<abscissa>) (liczba mnoga: <abscissae>) (matem.) odcięta
abscond,zbiec
absconded,zbiec
absconding,zbiec
absconds,zbiec
absence of mind,roztargnienie
absence,nieobecność,absencja,brak
absences,absencjach
absent,nieobecny,brakujący,<absent oneself (from sth)> być nieobecnym (na czymś),nie stawić się (na czymś)
absented,nieobecny
absentee,nieobecny
absenteeism,absencja
absentees,bumelanci
absenting,nieobecny
absently,nieobecnie
absentminded,roztargniony
absent-minded,roztargniony
absentmindedness,roztargnienie
absents,nieobecny
absolute,absolutny,zupełny, czysty(alkohol), stwierdzony(fakt), nieograniczony
absolutely,absolutnie,całkowicie
absoluteness,bezwzględność
absolution,rozgrzeszenia
absolve,rozgrzeszyć
absolved,rozgrzeszyć
absolves,rozgrzeszyć
absolving,rozgrzeszyć
absorb,absorbować,pochłaniać, amortyzować (wstrząsy)
absorbate,absorbowana substancja
absorbed,absorbował
absorbency,wchłanialność
absorbent,substancja pochłaniająca,absorbent
absorber,tłumik,amortyzator, (chem.) absorber
absorbing,absorbując
absorbs,absorbuje
absorption,absorpcja,pochłanianie
absorptions,absorbcjach
absorptive,pochłanialny
abstain,powstrzymywać się <from sth> od czegoś
abstainer,abstynent
abstention,abstynencją
abstentions,abstynencją
abstinence,abstynencja,wstrzemięźliwość
abstract,krótkie streszczenie, abstrakcja,abstrakcyjny,oderwany
abstraction,abstrakcie
abstractions,abstrakcjach
abstractly,abstrakcyjnie
abstracts,abstrakcjach
abstruse,ciemny
absurd,absurdalny, idiotyczny (np. wygląd)
absurdities,absurdach
absurdity,absurd,idiotyzm
absurdly,absurdalnie, idiotycznie
abundance,obfitość
abundant,obfity,zasobny <in sth> w coś, nadmierny
abundantly,obficie
abuse,nadużywać (<sth> czegoś), wymyślać (<sb> komuś);,nadużycie, zniewaga
abused,maltretował
abuses,nadużywać
abusing,maltretując
abusive,obelżywy
abut,opierać się,przylegać
abutment,oparcia
abuts,dotyka
abutted,dotykał
abutting,dotykający
abysmal,beznadziejny
abysmally,sromotnie
abyss,otchłań,przepaść
abysses,czeluści
ac,<alternating current> - prąd zmienny,<a.c.>,od łac. <ante cibum> - (med.) przed jedzeniem
acacia,akacja
academic,akademicki,naukowy, formalny, abstrakcyjny,teoretyczny
academically,naukowo
academics,akademicki
academies,akademiach
academy,akademia,uczelnia
accede,przystawać na
acceded,przystawać na
accedes,przystawać na
accelerate,przyspieszać
accelerated,przyśpieszać
accelerates,przyśpieszać
accelerating,przyśpieszać
acceleration,przyspieszenie,zwiększenie szybkości, rozruch
accelerations,akceleracjach
accelerator,akcelerator, urządzenie rozruchowe, pedał gazu
accelerators,akceleratorach
accent,akcentować,podkreślać,nacisk,akcent
accents,akcentach
accentuate,zaakcentować
accentuated,zaakcentować
accentuates,zaakcentować
accentuating,zaakcentować
accentuation,zaakcentowanie
accept,akceptować,przyjąć,zgodzić się (<sth> na coś)
acceptability,akceptowalność
acceptable,dopuszczalny,akceptowalny
acceptably,do przyjęcia
acceptance,przyjęcie,odbiór (<sth> czegoś), zgoda,akceptacja
acceptances,przyjęć
accepted,akceptował
accepting,akceptując
acceptor,(chem.) akceptor
acceptors,akceptant
accepts,akceptuje
access,dostęp,dojście,dojazd, napad (choroby),(informat.) przetwarzać (pliki, dane)
accessibility,dostępność
accessible,dostępny
accessibly,dostępnie
accession,wstąpienie (np. na tron),objęcie jakiegoś ważnego urzędu, stanowiska,(nowy) nabytek biblioteki, muzeum,nowy eksponat,wpisać, zarejestrować nową pozycję biblioteki czy muzeum
accessions,akcesach
accessories,(<accesory>) (liczba mnoga: <abscissae>) (matem.) odcięta
accessory,dodatkowy,<accessories> dodatki,akcesoria,przybory
accident,przypadek,traf, (nieszczęśliwy) wypadek
accidental, przypadkowy,niespodziewany, drugorzędny,nieistotny
accidentally,przypadkowo,niespodziewanie
accidents,kraks
acclaim,oklaskiwać
acclaimed,darzyć uznaniem
acclaiming,darzyć uznaniem
acclaims,uznań
acclamation,aklamacją
acclimate,przyzwyczaić się
acclimated,przyzwyczaić się
acclimates,przyzwyczaić się
acclimating,przyzwyczaić się
acclimatization,aklimatyzacja
acclimatized,przyzwyczaić się
acclivity,wzniesienie (terenu)
accolade,pochwałą
accolades,pochwał
accommodate,ulokować, przenocować (<sb> kogoś), wyświadczyć przysługę (<sb> komuś), przystosować, zaopatrzyć
accommodated,przystosować
accommodates,przystosować
accommodating,przystosować
accommodation,pomieszczenie,zakwaterowanie,mieszkanie, przystosowanie,dostosowanie
accommodations,akomodacjach
accompanied by ...,w towarzystwie ...
accompanied,akompaniował
accompanies,akompaniuje
accompaniment,akompaniament
accompaniments,akompaniamentach
accompanist,akompaniator
accompanists,akompaniator
accompany,towarzyszyć,asystować (<sb, sth> komuś,czemuś),odprowadzić, akompaniować
accompanying,akompaniując
accomplice,współsprawca,wspólnik (w nielegalnym przedsięwzięciu)
accomplices,wspólnicy
accomplish,osiągać, realizować, doskonalić
accomplished,znakomity, utalentowany
accomplishes,osiąga
accomplishing,osiągający
accomplishment,dokonanie, osiągnięcie, zrealizowanie
accord,udzielić,przyznać (<sb sth> komuś coś), uzgodnić,koordynować,zgoda,zgodność
accordance,zgoda,zgodność
according to,stosownie do
according,<according to> stosownie do
accordingly,stosownie do tego,odpowiednio,w ten sposób
accordion,akordeon
accordions,akordeonach
accords,porozumień
accost,zaczepić,zagadnąć (<sb> kogoś)
accosted,zaczepiać
accosting,zaczepiać
accosts,zaczepiać
account,oceniać, obliczyć,wyliczyć się (<for money> z pieniędzy), odpowiadać (<for sth> za coś), objaśniać,rachunek,konto, raport,sprawozdanie,<accounts> rachunkowość
accountability,odpowiedzialność
accountable,odpowiedzialny
accountably,odpowiedzialnie
accountancy,księgowość
accountant,księgowy,księgowa
accountants,księgowi
accounting,prowadzenie kont
accounts,kont
accredit,akredytował
accreditation,akredytacja
accreditations,akredytacja
accredited,akredytował
accretion,narastanie
accretions,narastanie
accrue,gromadzić się,zwiększać się,przyrastać, pochodzić, przypadać
accrued,gromadzić się
accrues,gromadzić się
accruing,gromadzić się
accumulate,kumulować,akumulować,skupiać,gromadzić (się)
accumulated,akumulował
accumulates,akumuluje
accumulating,akumulując
accumulation,nagromadzenie,akumulacja
accumulations,akumulacjach
accumulator,akumulator
accumulators,akumulatorach
accuracies,dokładność
accuracy,dokładność,ścisłość
accurate,dokładny,ścisły,prawidłowy,celny
accurately,ściśle,dokładnie
accursed,przeklęty
accusation,oskarżenie
accusative,biernik
accuse,oskarżać ((sb of sth> kogoś o coś),zarzucać (<sb of sth> komuś coś)
accused,oskarżać
accuses,oskarżać
accusing,oskarżać
accusingly,oskarżając
accustom,przyzwyczaić
accustomed,przyzwyczajony, zwyczajny,zwykły
accustoming,przyzwyczaić
accustoms,przyzwyczaić
ace,as
aces,as
acetate,(chem.) octan
acetone,aceton
acetylene,(chem.) acetylen
ache,boleć,ból
aches,bólach
achievable,dokonalny
achieve,dokonywać (<sth> czegoś),osiągać
achieved,odnosił
achievement,osiągnięcie,zdobycz
achieves,odnosi
achieving,odnoszący
aching,bolesny,zbolały
acia,<asynchronous communication interface adapter> - asynchroniczny sprzęgający moduł komunikacyjny
acid,kwas,kwaśny, kwasowy
acidic,kwaśny
acidify,kwaśnieć, zakwaszać, przeprowadzać w kwas
acidities,kwaśność
acidity,kwaśność,kwasowość
acidly,kwaśno
acidproof,kwasoodporny
acids,kwasach
acknowledge,przyznać, uznać (<sb as...> kogoś za...), uświadomić sobie, potwierdzić (odbiór)
acknowledged,uznawał
acknowledgement,potwierdzenie (odbioru), wdzięczność
acknowledgements,potwierdzeń
acknowledges,uznaje
acknowledging,uznając
acknowledgment,potwierdzenie (odbioru), wdzięczność
acknowledgments,podziękowań
acme,szczycie
acne,trądzik
acolyte,akolita
acolytes,akolita
acorn,żołądź
acorns,żołądź
acoustic,akustyczny
acoustical,(<acoustic>) akustyczny
acoustically,akustyczny
acoustics,akustyka
acquaint,zaznajomić (<sb with sb> kogoś z kimś,zapoznać (<sb with sth> kogoś z czymś), zawiadomić
acquaintance,znajomość, znajomy,znajoma
acquaintances,znajomości
acquainted,zapoznawać kogoś z czymś
acquainting,zapoznawać kogoś z czymś
acquaints,zapoznawać kogoś z czymś
acquiesce,przystawać
acquiesced,przystawać
acquiescence,przyzwolenia
acquiescent,przyzwalający
acquiesces,przystawać
acquiescing,przystawać
acquire,zyskać,nabyć,zdobyć (wiedzę itp),przyswoić sobie
acquired,nabywać
acquires,nabywać
acquiring,nabywać
acquisition,nabycie, nabytek, zlokalizowanie obiektu (w radiolokacji), gromadzenie (danych)
acquisitions,nabycie
acquisitive,zachłanny
acquit,uniewinniać
acquits,uniewinniać
acquittal,uniewinnienie
acquitted,uniewinniać
acquitting,uniewinniać
acre,akr (ok. 0.4 hektara)
acreage,powierzchnia (w akrach)
acres,akr
acrid,cierpki,drażniący
acrimonious,zgorzkniały
acrimony,zjadliwość
acrobat,akrobata
acrobatic,akrobatyczny
acrobats,akrobaci
acronym,akronim
acronyms,akronim
acropolis,akropol
across,na krzyż,w poprzek,przez, na (po) drugiej stronie
acrylic,akryl
act of oblivion,amnestia
act,działać,spełniać funkcję, grać w teatrze, w filmie,akt (w teatrze), uczynek, ustawa,dokument
acting,działanie, gra aktorów,pełniący obowiązki
actinium,aktyn (pierwiastek chem.)
action,działanie,akcja,ruch, mechanizm, skarga
actions,akcjach
activate,aktywować,pobudzić
activated,uruchamiać
activates,uruchamiać
activating,uruchamiać
activation,aktywacja
activations,aktywizacją
active voice,(gramat.) strona czynna
active,czynny,aktywny, rzutki, radioaktywny
actively,aktywnie
activism,aktywizm
activist,aktywiście
activists,aktywiści
activities,aktywność
activity,działalność,aktywność, ożywienie
actor,aktor
actors,aktorach
actress,aktorka
actresses,aktorek
acts,aktach
actual,rzeczywisty,faktyczny,obecny,bieżący,aktualny
actualities,rzeczywistość
actuality,rzeczywistość
actually,właściwie,faktycznie, ściśle mówiąc
actuarial,ubezpieczeniowy
actuarially,ubezpieczeniowo
actuary,ekspert ubezpieczeniowy ustalający wartości składek i odszkodowań na podstawie częstości wypadków, pożarów itp
actuate,poruszyć, uruchomić, pobudzić
actuated,uruchomić
actuates,uruchomić
actuating,uruchomić
actuator,element wykonawczy
acuity,ostrość
acumen,orientacją
acute,ostry,przenikliwy (ból),czuły (słuch),bystry (umysł)
acutely,ostro
acuteness,ostrość
acv,<air-cushion vehicle> - poduszkowiec
ad,<advertisement> lub <advertise> (liczba mnoga: <ads>), <AD> - anno domini
ada,<American Dietetic Association> - Amerykańskie Stowarzyszenie  Dietetyków,<American Dental Association> - Amerykańskie Towarzystwo  Stomatologiczne
adage,przysłowie
adages,przysłowie
adagio,adagio
adam,adaś
adamant,nieugięty
adamantly,nieugięcie
adams,adasiach
adapt,przystosować (się), adaptować
adaptability,zdolność przystosowawcza
adaptable,dający się przystosować
adaptation,adaptacja, przeróbka
adaptations,adaptacjach
adapted,adaptował
adapter,element pośredniczący, złączka
adapters,łącznicy
adapting,adaptując
adaptive,dopasowywanie
adapts,adaptuje
adc,<aide-de-camp>,<analog-to-digital converter> - przetwornik analogowo-cyfrowy
add up,zsumować
add,dodać,dołączyć
added,dodawał
addenda,załącznikach
addendum,dodatek (w książce)
addent,składnik (sumy)
adder,żmija, (informat.) sumator
adders,żmija
addict oneself to sth,oddawać się czemuś
addict,oddawać (<oneself to sth> się czemuś),nałogowiec
addicted,osoba uzależniona
addicting,osoba uzależniona
addiction,uzależnienia
addictions,uzależnień
addicts,osoba uzależniona
adding,dodając
addition,dodatek,uzupełnienie, dodawanie
additional,dodatkowy
additionally,dodatkowo
additions,dodatkach
additive,domieszka,dodatek,addytywny
additives,wzbogaceń
address,adresować, zwracać się (<sb> do kogoś),adres, przemówienie
addressability,adresowalność
addressable,adresowalny
addressed,adresował
addressee,adresat,adresatka
addressees,adresaci
addresses,adresach
addressing,adresowanie
adds,dodaje
adduce,dostarczać dowodów, przytaczać
adduced,cytował
adduces,cytuje
adducing,cytujący
adept,biegły (<in sth> w czymś)
adequacies,właściwości
adequacy,trafność,właściwość,adekwatność
adequate,odpowiedni,wystarczający,adekwatny,zgodny z wymaganiami
adequately,właściwie
adhere,lgnąć,przywierać, należeć (<to a party> do partii), stosować się do
adhered,hołdował
adherence,przestrzeganie (zasad), połączenie,spójność;adhezja, wierność
adherent,należący,stronnik
adherents,adepci
adheres,hołduje
adhering,hołdując
adhesion,przyczepność,przyleganie,adhezja, wieność (zasadom), gojenie, aprobata,przynależność
adhesions,przyleganie
adhesive tape,taśma klejąca/plaster
adhesive,lepki, przyczepny, przylegający,spoiwo,klej
adhesives,klejący się
adieu,żegnaj
adit,sztolnia
adj,<Adjutant>
adjacent,przyległy,sąsiadujący, styczny
adjective,przymiotnik
adjectives,przymiotnikach
adjoin,dołączyć
adjoined,dołączyć
adjoining,dołączyć
adjoins,dołączyć
adjourn,odroczyć,przerwać obrady
adjourned,odroczyć
adjourning,odroczyć
adjourns,odroczyć
adjudge,rozstrzygnąć
adjudged,rozstrzygnąć
adjudges,rozstrzygnąć
adjudging,rozstrzygnąć
adjudicate,rozstrzygać
adjudicated,rozstrzygać
adjudicates,rozstrzygać
adjudicating,rozstrzygać
adjudication,orzeknięcie
adjudications,orzeknięcie
adjunct,pomocnik
adjuncts,pomocnicy
adjust,uporządkować,uregulować,dostosować,nastroić
adjustable,regulowany,nastawny
adjustably,z możliwością dostosowania
adjusted,dostosowywał
adjuster,regulator
adjusters,regulatorach
adjusting,dostosowując
adjustment,wyregulowanie,nastrojenie, przysposobienie, regulator
adjusts,dostosowuje
adjutant,adiutancie
adjutants,adiutanci
adm,<Admiral>
administer justice,wymierzać sprawiedliwość
administer,zarządzać,kierować (<sth> czymś), stosować, wyznaczać, podawać
administered,aplikował
administering,aplikując
administers,aplikuje
administration,zarząd, kierowanie
administrative,administracyjny
administratively,administracyjnie
admirable,wspaniały,zachwycający
admirably,zachwycająco
admiral,admirał
admirals,admirałach
admiralty,admiralicja
admiration,admiracją
admirations,admiracjach
admire,podziwiać,zachwycać się
admired,podziwiać
admirer,wielbiciel,wielbicielka
admirers,adoratorach
admires,podziwiać
admiring,podziwiać
admissibility,dopuszczalność
admissible,dopuszczalny,możliwy do przyjęcia
admission free,wstęp wolny
admission,wstęp,dostęp, przyjęcie (na uczelnię), przyznanie się
admissions,dostępach
admit,przyjąć,dopuścić, przyznać
admits,przyjmować
admittance,dopuszczenie,dostęp, (elektr.) admitancja
admitted,przyjmować
admittedly,przypuszczalnie, umyślnie, według ogólnego uznania
admitting,przyjmować
admixture,domieszce
admonish,upominać,przestrzegać,strofować
admonished,upominać
admonishes,upominać
admonishing,upominać
admonishment,przestroga
admonishments,przestroga
admonition,admonicją
admonitions,admonicjach
adn,<Any Day Now> (intern.) na dniach
ado,zamieszanie
adolescence,okres dojrzewania
adolescent,młodzieniec,dziewczyna,młodociany
adolescents,młodociany
adopt,adoptować, obrać,przyjąć, zapożyczyć
adopted country,przybrana ojczyzna
adopted,adoptował
adopting,adoptując
adoption,adopcją
adoptive,przybrany
adopts,adoptuje
adorable,rozkoszny
adoration,adoracją
adore,czcić,uwielbiać
adored,czcić

adores,czcić
adorn,dekorować,ozdabiać,przystrajać
adorned,ozdabiał
adornment,dekoracją
adornments,dekoracjach
adorns,ozdabia
adp,<automatic data processing> - automatyczne przetwarzanie danych
adrenal,nadnercze
adrenaline,adrenaliną
adrift,dryfowanie
adroit,sprytny
adroitness,zręczność
ads,(<ad>) <advertisement> lub <advertise> (liczba mnoga: <ads>), <AD> - anno domini
adsorb,adsorbować
adsorption,adsorpcja
adulate,pochlebiać
adulating,pochlebiać
adulation,lizusostwa
adult,dorosły,dorosły
adulterate,fałszował
adulterated,fałszował
adulterates,fałszuje
adulterating,fałszujący
adulterer,cudzołożnik
adulterers,cudzołożnicy
adulterous,cudzołożniczy
adulterously,cudzołożąc
adultery,cudzołóstwo
adulthood,dorosłość
adults,dorosły
advance,posuwać (się) naprzód,przyśpieszać, promować,posuwanie się naprzód, postęp,awans, zaliczka,zadatek , <thanks in advance> dzięki z góry
advanced in years,posunięty w latach
advanced,a wysunięty naprzód,zaawansowany, cywilizowany
advancement,popieranie, rozwój
advancements,awans
advances,postępach
advancing,płacić z góry
advantage,zaleta, przewaga, korzyść
advantageous,korzystny,pomyślny
advantageously,korzystnie
advantages,korzyści
advent,nastanie,nadejście
adventitious,przygodny
adventure,przygoda
adventurer,awanturnik,poszukiwacz przygód
adventurers,poszukiwacz przygód
adventures,przygód
adventurous,odważny
adverb,przysłówek
adverbial,okolicznik
adverbs,przysłówkach
adversaries,adwersarzach
adversary,przeciwnik
adverse,przeciwny, szkodliwy,niesprzyjający
adversely,niekorzystnie
adversities,przeciwności
adversity,przeciwność
advert,<advertisement> - ogłoszenie
advertise,robić reklamę,ogłaszać (się)
advertised,reklamował
advertisement,ogłoszenie,reklama
advertisements,ogłoszeń
advertiser,osoba dająca ogłoszenie (np. do gazety)
advertisers,reklamujący
advertises,reklamuje
advertising,reklama,reklamowanie
advice,rada,porada, awizo
advisability,doradczość
advisable,wzkazany,celowy,rekomendowany,rozsądny
advise sb against ath,odradzić komuś coś
advise,poradzić,doradzić, zawiadamiać
advised,doradzić
advisedly,roztropnie
advisement,roztropność
advisements,roztropność
adviser,doradca advocate,rzecznik, adwokat,popierać,bronić
advisers,doradcach
advises,doradzić
advising,doradzić
advisory,doradczy
ae,<Automatic Exposure> automatyka ekspozycji (w aparacie fotograficznym)
aegis,egida
aerate,przewietrzyć
aerated,przewietrzyć
aerates,przewietrzyć
aerating,przewietrzyć
aeration,napowietrzanie
aerial,napowietrzny,powietrzny,antena
aerials,lotniczy
aerobatics,akrobacja lotnicza
aerodrome,lotnisko
aerodynamic,aerodynamiczny
aerodynamical,aerodynamiczny
aerodynamics,aerodynamika
aeroengine,silnik lotniczy
aero-engine,silnik lotniczy
aerofoil,(lotn.) płat
aerograph,aerograf
aerometer,aerometr
aeronautic,aeronautyczny
aeronautical,aeronautyczny
aeronautics,aeronautyka,lotnictwo
aeroplane,samolot
aerosol,aerozol
aerosols,aerozolach
aerospace,przestrzeń okołoziemska
aerotrain,pociąg na poduszce powietrznej
aesthete,esteta
aesthetic,estetyczny
aesthetically,estetycznie
af,<Autofocus> autofukus, automatyczna regulacja ostrości (w aparacie fot. lub kamerze)
afaicr,<As Far I Can Remember/Recall> (intern.) o ile pamiętam
afaict,<As Far As I Can Tell> (intern.) to co mogę powiedzieć
afaik,<As Far As I Know> (intern.) z tego co wiem
afair,<As Far As I Remember/Recall> (intern.) o ile pamiętam
afar off,daleko,w oddali
afar,
afc,<automatic frequency control> - automatyczna regulacja częstotliwości
affable,przyjazny
affair,sprawa,interes,romans
affairs,afer
affect,przybrać postać (<sth> czegoś),udawać (kogoś,coś),oddziaływać,wpływać (<sb,sth> na kogoś,coś),wzruszać, med. atakować
affectation,poza
affectations,poza
affected,afektowany
affection,uczucie,sentyment,przywiązanie
affectionate,kochający,czuły
affections,chorób
affective,kochanie
affects,afektach
afferent,dośrodkowy, przewodzący,doprowadzający
affianced,zaręczać
affidavit,certyfikacie
affidavits,certyfikatach
affiliate,przyjmować jako członka (<sb> kogoś)
affiliated society,filia
affiliated,stowarzyszać się
affiliates,stowarzyszać się
affiliating,stowarzyszać się
affiliation,afiliacją
affiliations,afiliacjach
affinities,pokrewieństwa
affinity,podobieństwo,pokrewieństwo,powinowactwo
affirm,twierdzić, zatwierdzać
affirmation,afirmacją
affirmations,afirmacjach
affirmative,twierdzący
affirmatively,twierdząco
affirmed,stwierdzać
affirming,stwierdzać
affirms,stwierdzać
affix,przymocować
affixed,naklejać
affixes,naklejać
affixing,naklejać
afflict,obarczyć, dotknąć nieszczęściem
afflicted,gnębił
afflicting,gnębiący
affliction,zmartwienie,nieszczęście
afflictions,przypadłości
afflicts,gnębi
affluence,dostatek
affluent,zasobny
afford,pozwolić sobie (<sth> na coś), dostarczać
affordable,dostarczalny
afforded,dostarczyć
affording,dostarczyć
affords,dostarczyć
afforestation,zalesianie
affront,znieważyć,zrobić afront (<sb> kogoś,komuś),afront,zniewaga
affronts,afrontach
afghan,afgańczyk
afghanistan,Afganistan
afghans,afgańczyk
aficionado,wielbiciel corridy
afield,daleko
afire,płonący
afk,<Away From Keyboard> (intern.) z dala od klawiatury
aflame,w płomieniach
aflcio,<American Federation of Labor and Congress of Industrial Organizations>
afl-cio,<American Federation of Labor and Congress of Industrial Organizations>
afloat,na wodzie,na powierzchni
afoot,pieszo
aforementioned,wyżej wspomniany
aforesaid,wyżej wspomniany
aforethought,ukartowany
afraid,przestraszony,bojący się
afresh,na nowo
africa,Afryka
african,afrykański,Afrykanin,Afrykanka
africans,afrykańczycy
aft,na rufie
after a little,po chwili
after all,przecież,w końcu,ostatecznie,mimo wszystko,a jednak
after hours,po godzinach urzędowania
after,po,za (<sb,sth> kimś,czymś),potem,później,późniejszy,gdy
aftereffect,następstwo
afterglow,poświata (ekranu)
afterlife,życie pozagrobowe
aftermath of war,pokłosie wojny
aftermath,(roln.) potraw, (przen.) wynik,następstwa
afternoon,popołudnie
afternoons,popołudnie
afterpayment,dopłata
after-payment,dopłata
afterthought,refleksją
afterthoughts,refleksjach
afterward,potem,następnie,później,po pewnym czasie
afterwards,potem,następnie,później,po pewnym czasie
again and again,raz za razem
again,znowu,jeszcze raz,prócz tego
against a background of ...,na tle ...
against paiment of ...,za opłatą ...
against,przeciw,wbrew (<sb,sth> komuś,czemuś), na tle, w zależności od, w stosunku do
agape,rozdziawione
agate,agacie
agates,agatach
agc,<automatic gain control> - automatyczna regulacja wzmocnienia
age,wiek, epoka,era,starzeć się, wytrzymywać,aged,w podeszłym wieku,sędziwy
aged,wiekowy
ageing,starzenie
ageless,wiecznie młody
agencies,agencjach
agency,agencja,filia,przedstawicielstwo,oddziaływanie,czynnik
agenda,porządek dzienny (zabrania)
agendas,notatnik
agent,przedstawiciel,agent, odczynnik,środek chemiczny
agents,agenci
ageold,stary jak świat
age-old,stary jak świat
ages,wiek
agglomerate,aglomerat
agglomerated,skupiać
agglomerates,skupiać
agglomeration,aglomeracją
agglutinate,zlepiać się
agglutinated,zlepiać się
agglutinates,zlepiać się
agglutinating,zlepiać się
agglutination,zlepianie
aggrandize,podnieść
aggravate,pogorszyć, rozdrażnić, potęgować, obarczyć (winą)
aggravated,pogorszyć
aggravates,pogorszyć
aggravation,zdenerwowania
aggregate,zespół,kompleks,całość, mnóstwo, agregat,ogólny,globalny
aggregates,agregatach
aggresion,agresja
aggression,agresją
aggressions,agresjach
aggressive,agresywny
aggressively,agresywnie
